file,fpr,tpr_mean
calibration_long-txt-only,0.24,0.9713110698824986
calibration_long-txt-only,0.25,0.9713110698824986
calibration_long-txt-only,0.26,0.9713110698824986
calibration_long-txt-only,0.27,0.9713110698824986
calibration_long-txt-only,0.28,0.9713110698824986
calibration_long-txt-only,0.29,0.9713110698824986
calibration_long-txt-only,0.3,0.9713110698824986
calibration_long-txt-only,0.31,0.9713110698824986
calibration_long-txt-only,0.32,0.9713110698824986
calibration_long-txt-only,0.33,0.9713110698824986
calibration_long-txt-only,0.34,0.9808348794063081
calibration_long-txt-only,0.35000000000000003,0.9808348794063081
calibration_long-txt-only,0.36,0.9808348794063081
calibration_long-txt-only,0.37,0.9808348794063081
calibration_long-txt-only,0.38,0.9808348794063081
calibration_long-txt-only,0.39,0.9859369202226345
calibration_long-txt-only,0.4,0.9859369202226345
calibration_long-txt-only,0.41000000000000003,0.9859369202226345
calibration_long-txt-only,0.42,0.9859369202226345
calibration_long-txt-only,0.43,0.9859369202226345
calibration_long-txt-only,0.44,0.9859369202226345
calibration_long-txt-only,0.45,0.9859369202226345
calibration_long-txt-only,0.46,0.9859369202226345
calibration_long-txt-only,0.47000000000000003,0.9859369202226345
calibration_long-txt-only,0.48,0.9859369202226345
calibration_long-txt-only,0.49,0.9859369202226345
calibration_long-txt-only,0.5,0.9859369202226345
calibration_long-txt-only,0.51,0.9859369202226345
calibration_long-txt-only,0.52,0.9859369202226345
calibration_long-txt-only,0.53,0.9859369202226345
calibration_long-txt-only,0.54,0.9859369202226345
calibration_long-txt-only,0.55,0.9891836734693877
calibration_long-txt-only,0.56,0.9891836734693877
calibration_long-txt-only,0.5700000000000001,0.9891836734693877
calibration_long-txt-only,0.58,0.9891836734693877
calibration_long-txt-only,0.59,0.9891836734693877
calibration_long-txt-only,0.6,0.9891836734693877
calibration_long-txt-only,0.61,0.9891836734693877
calibration_long-txt-only,0.62,0.9891836734693877
calibration_long-txt-only,0.63,0.9891836734693877
calibration_long-txt-only,0.64,0.9891836734693877
calibration_long-txt-only,0.65,0.9891836734693877
calibration_long-txt-only,0.66,0.9948979591836735
calibration_long-txt-only,0.67,0.9948979591836735
calibration_long-txt-only,0.68,0.9948979591836735
calibration_long-txt-only,0.6900000000000001,0.9948979591836735
calibration_long-txt-only,0.7000000000000001,0.9948979591836735
calibration_long-txt-only,0.71,0.9948979591836735
calibration_long-txt-only,0.72,0.9948979591836735
calibration_long-txt-only,0.73,0.9948979591836735
calibration_long-txt-only,0.74,0.9948979591836735
calibration_long-txt-only,0.75,0.9948979591836735
calibration_long-txt-only,0.76,0.9948979591836735
calibration_long-txt-only,0.77,0.9948979591836735
calibration_long-txt-only,0.78,0.9948979591836735
calibration_long-txt-only,0.79,0.9948979591836735
calibration_long-txt-only,0.8,0.9948979591836735
calibration_long-txt-only,0.81,0.9948979591836735
calibration_long-txt-only,0.8200000000000001,0.9948979591836735
calibration_long-txt-only,0.8300000000000001,0.9948979591836735
calibration_long-txt-only,0.84,0.9948979591836735
calibration_long-txt-only,0.85,0.9948979591836735
calibration_long-txt-only,0.86,0.9948979591836735
calibration_long-txt-only,0.87,0.9948979591836735
calibration_long-txt-only,0.88,0.9948979591836735
calibration_long-txt-only,0.89,1.0
calibration_long-txt-only,0.9,1.0
calibration_long-txt-only,0.91,1.0
calibration_long-txt-only,0.92,1.0
calibration_long-txt-only,0.93,1.0
calibration_long-txt-only,0.9400000000000001,1.0
calibration_long-txt-only,0.9500000000000001,1.0
calibration_long-txt-only,0.96,1.0
calibration_long-txt-only,0.97,1.0
calibration_long-txt-only,0.98,1.0
calibration_long-txt-only,0.99,1.0
calibration_long-txt-only,1.0,1.0
calibration_long-txt-svs,0.0,0.8088930117501546
calibration_long-txt-svs,0.01,0.9029808286951145
calibration_long-txt-svs,0.02,0.9343042671614101
calibration_long-txt-svs,0.03,0.9537847866419294
calibration_long-txt-svs,0.04,0.960278293135436
calibration_long-txt-svs,0.05,0.960278293135436
